Item_Type,Item_ID,Purchase_ID,Sales_ID,Qty,Price,Cost,Supplier_ID,Warehouse_ID,Order_Date,Delivery_Date,Inventory_Valuation,Transfer_ID,Work_Order_ID,Purchase_Order_Qty,Sales_Order_Qty,Adjustment_Qty,Stock_Level,Stock_Check_Date,Customer_ID,Customer_Type,Shipping_ID,Region,Currency,Discount,Tax
Electronics,6615,116560,333756,96,946.47,220.73,4674,140,2023-08-22 23:00:00,2023-09-22 23:00:00,3273.09,490580,187618,33,99,38,502,2023-10-20 23:00:00,39451,Retail,142125,Africa,GBP,8.58,8.94
Furniture,5315,273746,914880,81,936.66,186.2,2475,109,2023-08-23 00:00:00,2023-09-23 00:00:00,27793.78,614343,192253,72,78,-7,551,2023-10-21 00:00:00,50663,Distributor,552622,North America,JPY,23.26,5.12
Food,7100,427296,656059,22,549.71,640.37,1199,280,2023-08-23 01:00:00,2023-09-23 01:00:00,7622.13,629502,796763,77,76,37,983,2023-10-21 01:00:00,11013,Retail,488288,Europe,USD,29.24,8.3
Toys,3783,747804,151550,96,461.4,114.49,1159,455,2023-08-23 02:00:00,2023-09-23 02:00:00,25478.15,301956,901141,87,73,16,293,2023-10-21 02:00:00,64470,Distributor,699824,Asia,JPY,9.29,5.42
Clothing,3808,270010,155378,58,810.08,162.51,4690,276,2023-08-23 03:00:00,2023-09-23 03:00:00,18048.56,502326,243104,86,81,13,127,2023-10-21 03:00:00,75692,Retail,433639,Europe,JPY,8.34,6.32
Furniture,4331,397535,285967,11,684.12,847.15,2150,207,2023-08-23 04:00:00,2023-09-23 04:00:00,10888.99,866315,781137,32,60,19,807,2023-10-21 04:00:00,66699,Wholesale,921854,North America,GBP,42.64,0.67
Furniture,3178,390875,342329,6,882.75,231.73,1176,166,2023-08-23 05:00:00,2023-09-23 05:00:00,47454.93,219801,392702,17,29,40,908,2023-10-21 05:00:00,31844,Distributor,355321,Africa,GBP,12.58,8.64
Clothing,1797,971130,289809,22,733.31,294.35,721,135,2023-08-23 06:00:00,2023-09-23 06:00:00,47880.56,160109,163101,22,41,34,203,2023-10-21 06:00:00,22081,Retail,832210,North America,USD,8.43,13.32
Clothing,3846,476024,692412,78,952.82,571.71,2458,449,2023-08-23 07:00:00,2023-09-23 07:00:00,28634.56,672437,783495,10,26,-33,367,2023-10-21 07:00:00,59071,Retail,941425,Europe,USD,1.69,11.42
Toys,1929,218440,816170,92,887.38,399.12,3152,266,2023-08-23 08:00:00,2023-09-23 08:00:00,10214.45,728957,638678,72,47,-18,573,2023-10-21 08:00:00,45090,Distributor,379666,Asia,EUR,18.9,9.88
Furniture,5818,530349,355976,12,856.7,505.31,3805,414,2023-08-23 09:00:00,2023-09-23 09:00:00,29580.03,955279,237319,36,97,-5,170,2023-10-21 09:00:00,10500,Retail,531629,Europe,EUR,5.66,1.91
Furniture,4091,832275,311423,27,397.63,134.41,620,378,2023-08-23 10:00:00,2023-09-23 10:00:00,46496.46,808807,230197,90,66,29,130,2023-10-21 10:00:00,27144,Distributor,469355,Europe,JPY,44.81,11.63
Electronics,3262,628628,434036,1,392.35,606.8,4725,378,2023-08-23 11:00:00,2023-09-23 11:00:00,19510.28,300683,825334,50,34,6,399,2023-10-21 11:00:00,90280,Distributor,546259,North America,USD,22.47,5.85
Food,8549,170291,862785,64,743.79,145.14,3950,199,2023-08-23 12:00:00,2023-09-23 12:00:00,7749.1,725182,923573,18,63,34,534,2023-10-21 12:00:00,47405,Retail,634853,Asia,JPY,35.06,1.77
Food,4480,148731,376839,74,92.91,674.21,2091,380,2023-08-23 13:00:00,2023-09-23 13:00:00,34990.82,891823,765962,36,49,15,559,2023-10-21 13:00:00,73159,Wholesale,781398,North America,GBP,12.28,8.44
Electronics,4342,812788,546677,97,328.99,473.64,3706,439,2023-08-23 14:00:00,2023-09-23 14:00:00,33157.18,126677,150969,99,84,0,647,2023-10-21 14:00:00,78766,Wholesale,286995,Africa,GBP,47.82,5.22
Food,7053,939254,363547,80,932.9,735.49,3431,159,2023-08-23 15:00:00,2023-09-23 15:00:00,1068.02,285190,292720,30,99,-6,628,2023-10-21 15:00:00,29337,Wholesale,409042,Africa,GBP,25.28,4.59
Clothing,8574,928298,730983,39,455.6,159.55,4046,201,2023-08-23 16:00:00,2023-09-23 16:00:00,42826.67,474167,359553,55,18,-49,286,2023-10-21 16:00:00,51078,Wholesale,691984,Asia,GBP,49.69,11.3
Food,8859,476439,783687,60,277.2,342.9,1293,260,2023-08-23 17:00:00,2023-09-23 17:00:00,33376.61,727220,907860,57,13,-12,409,2023-10-21 17:00:00,65865,Distributor,758452,Africa,GBP,26.34,4.06
Food,5174,840801,692109,70,481.69,762.91,2622,260,2023-08-23 18:00:00,2023-09-23 18:00:00,10589.23,722919,287870,77,33,-48,277,2023-10-21 18:00:00,10647,Wholesale,275569,North America,USD,0.3,8.06
Electronics,8147,839155,239934,54,295.7,719.85,3896,292,2023-08-23 19:00:00,2023-09-23 19:00:00,1158.7,655985,589037,23,21,29,217,2023-10-21 19:00:00,15039,Distributor,845740,Europe,EUR,37.85,3.59
Toys,5770,983223,298336,25,770.58,869.35,2622,402,2023-08-23 20:00:00,2023-09-23 20:00:00,48642.71,354501,501023,51,50,-23,306,2023-10-21 20:00:00,74051,Retail,185158,Asia,EUR,12.56,7.79
Food,6833,202262,897862,20,852.1,203.65,4732,132,2023-08-23 21:00:00,2023-09-23 21:00:00,37979.31,186341,293419,68,16,-23,167,2023-10-21 21:00:00,69457,Retail,491297,Africa,EUR,44.29,7.42
Food,9205,855800,789377,36,784.83,487.43,2808,393,2023-08-23 22:00:00,2023-09-23 22:00:00,18887.51,764182,539295,84,57,46,601,2023-10-21 22:00:00,67315,Retail,629111,Asia,JPY,15.08,3.62
Toys,8002,864452,264718,23,157.56,21.01,3783,251,2023-08-23 23:00:00,2023-09-23 23:00:00,22206.63,826685,566254,71,32,-20,797,2023-10-21 23:00:00,59166,Retail,568960,Asia,USD,36.47,11.9
Electronics,3293,928245,128922,80,342.7,868.88,4126,450,2023-08-24 00:00:00,2023-09-24 00:00:00,27404.17,309357,996521,13,89,-7,691,2023-10-22 00:00:00,91316,Wholesale,322874,North America,GBP,41.36,2.15
Toys,3045,305207,766903,1,221.83,161.74,1297,457,2023-08-24 01:00:00,2023-09-24 01:00:00,36212.77,391078,558564,68,13,-31,427,2023-10-22 01:00:00,54056,Distributor,684547,Asia,EUR,4.88,0.19
Electronics,2037,501931,805009,94,52.37,814.71,3133,404,2023-08-24 02:00:00,2023-09-24 02:00:00,9473.62,236568,638241,43,69,-40,796,2023-10-22 02:00:00,31305,Wholesale,455046,Africa,GBP,45.65,14.48
Clothing,7242,549118,192099,27,741.78,612.11,4056,314,2023-08-24 03:00:00,2023-09-24 03:00:00,10590.72,263410,904569,14,75,49,484,2023-10-22 03:00:00,19934,Distributor,201970,Europe,GBP,39.12,7.67
Electronics,9448,201354,279932,52,434.08,843.48,2067,385,2023-08-24 04:00:00,2023-09-24 04:00:00,3365.21,564792,986597,41,63,-40,668,2023-10-22 04:00:00,61975,Wholesale,421918,North America,USD,12.22,5.25
Clothing,7162,901215,553604,2,283.86,227.17,4811,157,2023-08-24 05:00:00,2023-09-24 05:00:00,49303.92,109618,587660,89,54,-12,289,2023-10-22 05:00:00,21977,Retail,401968,Europe,EUR,19.59,3.23
Clothing,5073,327870,422236,21,314.45,313.92,863,317,2023-08-24 06:00:00,2023-09-24 06:00:00,43902.98,550333,266021,75,65,-45,305,2023-10-22 06:00:00,76683,Retail,931019,Asia,GBP,19.3,12.66
Electronics,2283,451156,959546,9,143.67,152.14,4826,471,2023-08-24 07:00:00,2023-09-24 07:00:00,28094.94,201546,515044,44,24,13,969,2023-10-22 07:00:00,50335,Wholesale,670963,Asia,GBP,46.16,8.95
Furniture,7732,954365,383407,88,828.49,383.08,882,452,2023-08-24 08:00:00,2023-09-24 08:00:00,22083.41,651261,997453,17,55,12,696,2023-10-22 08:00:00,90854,Wholesale,947640,Europe,JPY,41.96,5.69
Electronics,6945,402824,176204,48,152.49,853.01,4830,220,2023-08-24 09:00:00,2023-09-24 09:00:00,12634.56,631982,903163,66,28,9,952,2023-10-22 09:00:00,58353,Retail,504431,Europe,JPY,46.25,1.28
Food,4487,324083,968890,39,344.93,516.19,2701,243,2023-08-24 10:00:00,2023-09-24 10:00:00,30154.16,180815,329458,34,68,12,654,2023-10-22 10:00:00,95250,Retail,655101,Africa,JPY,21.25,11.13
Food,3184,485351,505448,42,17.31,377.43,4253,243,2023-08-24 11:00:00,2023-09-24 11:00:00,34835.01,892348,843191,32,36,-20,724,2023-10-22 11:00:00,53265,Retail,552257,Europe,GBP,33.3,3.14
Furniture,9550,159179,764452,71,442.05,295.76,4607,394,2023-08-24 12:00:00,2023-09-24 12:00:00,34769.96,301186,570180,45,97,-13,995,2023-10-22 12:00:00,87852,Retail,935960,Europe,JPY,36.89,1.51
Clothing,4187,986045,602727,94,361.25,528.36,2721,145,2023-08-24 13:00:00,2023-09-24 13:00:00,1315.37,555328,745849,34,64,48,653,2023-10-22 13:00:00,74703,Distributor,117446,Africa,EUR,41.31,3.31
Furniture,6495,402114,358257,45,721.91,652.28,2702,250,2023-08-24 14:00:00,2023-09-24 14:00:00,35399.91,484806,124782,26,64,-33,648,2023-10-22 14:00:00,54859,Wholesale,667533,Africa,EUR,43.49,12.8
Food,3297,104718,402626,2,718.16,369.08,1018,125,2023-08-24 15:00:00,2023-09-24 15:00:00,43452.27,196039,673435,72,95,-42,634,2023-10-22 15:00:00,62002,Retail,463634,Africa,USD,44.36,10.52
Furniture,8097,520327,264330,76,48.24,211.65,735,404,2023-08-24 16:00:00,2023-09-24 16:00:00,6630.92,737974,127279,73,67,-9,534,2023-10-22 16:00:00,10367,Retail,333556,Asia,EUR,5.92,5.58
Electronics,9469,437913,478541,77,124.71,528.58,4893,180,2023-08-24 17:00:00,2023-09-24 17:00:00,38013.47,941213,997971,99,60,-23,815,2023-10-22 17:00:00,18891,Wholesale,171564,Europe,USD,21.95,6.21
Furniture,4544,703995,683385,67,905.58,332.18,1767,201,2023-08-24 18:00:00,2023-09-24 18:00:00,41338.69,817270,887038,46,38,16,547,2023-10-22 18:00:00,43298,Distributor,320672,Asia,GBP,27.36,12.92
Clothing,7831,241798,975063,43,793.88,894.92,2670,208,2023-08-24 19:00:00,2023-09-24 19:00:00,14532.3,743389,367379,94,65,-28,896,2023-10-22 19:00:00,64538,Retail,989993,North America,USD,0.97,7.35
Electronics,1391,454448,118302,18,395.59,399.73,2015,379,2023-08-24 20:00:00,2023-09-24 20:00:00,35893.2,503135,190477,14,47,-41,551,2023-10-22 20:00:00,98919,Wholesale,558954,North America,JPY,12.96,4.91
Toys,1968,885931,700050,39,174.71,393.87,2845,226,2023-08-24 21:00:00,2023-09-24 21:00:00,5740.99,688406,989777,33,72,-46,735,2023-10-22 21:00:00,23041,Retail,638175,Africa,GBP,13.04,4.26
Food,6151,641427,403078,6,268.17,756.32,2477,206,2023-08-24 22:00:00,2023-09-24 22:00:00,32811.39,120777,100284,83,71,-49,481,2023-10-22 22:00:00,18463,Wholesale,158596,North America,EUR,17.77,11.36
Food,5364,362129,700727,42,661.45,229.66,1788,438,2023-08-24 23:00:00,2023-09-24 23:00:00,26006.14,851411,568022,75,70,-26,463,2023-10-22 23:00:00,19759,Wholesale,450568,North America,USD,44.46,3.37
Furniture,4307,821041,843305,52,946.04,64.06,3679,269,2023-08-25 00:00:00,2023-09-25 00:00:00,42642.76,178173,511093,99,60,9,408,2023-10-23 00:00:00,58308,Wholesale,814400,North America,EUR,27.32,10.69
Electronics,7125,219804,142446,27,619.58,769.17,1697,225,2023-08-25 01:00:00,2023-09-25 01:00:00,23146.41,647663,906198,82,95,36,284,2023-10-23 01:00:00,52343,Retail,456529,Europe,EUR,33.66,13.35
Toys,5370,669070,433779,79,36.18,532.19,3676,126,2023-08-25 02:00:00,2023-09-25 02:00:00,21976.7,569118,235590,57,48,16,278,2023-10-23 02:00:00,93641,Wholesale,646778,Africa,JPY,44.19,6.11
Electronics,5838,644246,388220,15,654.21,237.84,4432,229,2023-08-25 03:00:00,2023-09-25 03:00:00,46755.46,129018,400728,39,93,2,518,2023-10-23 03:00:00,93579,Distributor,148470,Africa,USD,31.76,11.66
Food,9277,322811,542565,19,945.3,311.77,2217,215,2023-08-25 04:00:00,2023-09-25 04:00:00,46779.07,922665,105138,48,90,-34,971,2023-10-23 04:00:00,60439,Distributor,149142,Europe,JPY,21.91,0.66
Electronics,4134,776667,208463,62,365.05,385.96,2128,235,2023-08-25 05:00:00,2023-09-25 05:00:00,2749.87,860979,272677,72,96,-10,648,2023-10-23 05:00:00,92347,Distributor,670857,Asia,USD,32.57,2.67
Toys,2054,727314,620712,64,934.22,613.95,4716,434,2023-08-25 06:00:00,2023-09-25 06:00:00,24792.69,468259,939345,66,93,-18,476,2023-10-23 06:00:00,52098,Wholesale,401093,Africa,JPY,33.4,2.64
Furniture,4729,431278,146578,51,673.91,424.02,3401,480,2023-08-25 07:00:00,2023-09-25 07:00:00,8886.92,816797,560322,81,63,41,177,2023-10-23 07:00:00,77359,Wholesale,370717,North America,EUR,24.63,3.25
Clothing,3669,900015,765086,47,197.94,359.26,2051,268,2023-08-25 08:00:00,2023-09-25 08:00:00,14411.6,273523,251157,70,45,-46,375,2023-10-23 08:00:00,29843,Wholesale,564286,North America,EUR,47.88,11.49
Electronics,1275,344245,937297,57,153.85,703.52,3488,240,2023-08-25 09:00:00,2023-09-25 09:00:00,33640.88,972590,133279,12,28,36,530,2023-10-23 09:00:00,50140,Wholesale,360937,Africa,EUR,16.8,14.48
Clothing,6717,903445,699364,20,184.54,69.3,1043,190,2023-08-25 10:00:00,2023-09-25 10:00:00,7335.11,417157,233886,13,77,22,929,2023-10-23 10:00:00,36967,Retail,552569,Asia,EUR,44.75,5.28
Food,9022,934416,743759,20,702.23,589.02,923,249,2023-08-25 11:00:00,2023-09-25 11:00:00,1552.25,928686,189002,98,32,19,899,2023-10-23 11:00:00,81089,Wholesale,940654,Africa,GBP,2.25,9.89
Furniture,9000,340734,370246,82,593.63,406.79,3917,474,2023-08-25 12:00:00,2023-09-25 12:00:00,36629.06,311774,499415,58,84,-45,571,2023-10-23 12:00:00,78869,Distributor,894225,Africa,EUR,34.21,6.88
Furniture,1128,745534,112754,64,460.99,304.69,3677,146,2023-08-25 13:00:00,2023-09-25 13:00:00,32425.87,453198,696980,25,70,22,763,2023-10-23 13:00:00,74852,Wholesale,682011,Africa,GBP,38.2,4.37
Electronics,8077,275946,264435,98,270.72,835.18,1493,402,2023-08-25 14:00:00,2023-09-25 14:00:00,45230.55,636976,543918,32,10,30,415,2023-10-23 14:00:00,16302,Distributor,696178,Europe,USD,5.69,7.12
Furniture,5326,753398,567082,99,908.16,701.25,2031,164,2023-08-25 15:00:00,2023-09-25 15:00:00,27573.2,435315,893380,35,12,-38,634,2023-10-23 15:00:00,65211,Wholesale,567625,Europe,EUR,45.07,11.0
Electronics,4568,633384,558993,38,221.61,201.24,3503,296,2023-08-25 16:00:00,2023-09-25 16:00:00,47321.2,248733,598869,88,57,-48,522,2023-10-23 16:00:00,92539,Wholesale,419595,North America,USD,35.21,0.6
Electronics,8622,302163,774107,38,290.77,588.84,4886,434,2023-08-25 17:00:00,2023-09-25 17:00:00,30856.35,701392,445808,35,92,22,168,2023-10-23 17:00:00,35280,Wholesale,434118,Asia,GBP,8.15,13.63
Clothing,9080,591471,280956,65,64.37,740.95,4926,473,2023-08-25 18:00:00,2023-09-25 18:00:00,19970.37,681136,348444,34,80,-37,578,2023-10-23 18:00:00,12177,Distributor,452245,Africa,EUR,36.09,7.84
Furniture,3402,697821,455515,76,282.57,890.46,4015,385,2023-08-25 19:00:00,2023-09-25 19:00:00,30814.72,819348,943783,51,56,16,916,2023-10-23 19:00:00,35156,Retail,344433,Africa,GBP,39.19,3.28
Electronics,2647,831705,528610,5,923.67,630.09,2072,349,2023-08-25 20:00:00,2023-09-25 20:00:00,37709.83,630187,548012,84,26,-15,754,2023-10-23 20:00:00,30003,Retail,786397,Asia,USD,14.04,8.24
Clothing,4556,387762,422628,64,195.73,623.17,2432,401,2023-08-25 21:00:00,2023-09-25 21:00:00,18029.52,435370,366191,86,19,33,820,2023-10-23 21:00:00,70880,Distributor,478028,North America,USD,36.47,7.59
Toys,3193,322572,356438,27,211.92,553.9,1411,361,2023-08-25 22:00:00,2023-09-25 22:00:00,19253.72,488317,486372,53,71,-5,892,2023-10-23 22:00:00,46875,Wholesale,685305,Europe,JPY,30.1,7.7
Clothing,4104,634156,929516,20,603.98,40.8,4301,489,2023-08-25 23:00:00,2023-09-25 23:00:00,31866.93,759097,586335,10,45,31,820,2023-10-23 23:00:00,32613,Retail,332561,North America,GBP,34.86,11.09
Clothing,5355,384026,852015,60,571.28,528.63,4911,186,2023-08-26 00:00:00,2023-09-26 00:00:00,23324.01,194328,282962,45,47,-50,132,2023-10-24 00:00:00,43772,Retail,559565,Africa,EUR,39.55,12.13
Electronics,3134,513855,262165,40,184.2,725.52,4224,151,2023-08-26 01:00:00,2023-09-26 01:00:00,26821.69,142863,102711,31,50,-31,112,2023-10-24 01:00:00,82408,Distributor,755666,Africa,EUR,46.33,0.42
Food,4903,792323,631467,83,162.72,358.9,4530,104,2023-08-26 02:00:00,2023-09-26 02:00:00,49122.0,700408,137458,14,52,42,310,2023-10-24 02:00:00,85876,Wholesale,862214,Europe,GBP,16.86,14.22
Food,4613,468904,789638,79,125.81,530.35,3811,313,2023-08-26 03:00:00,2023-09-26 03:00:00,3144.97,658508,965346,28,80,37,548,2023-10-24 03:00:00,28461,Distributor,550061,Asia,JPY,34.08,1.36
Food,9583,988557,407957,6,862.47,834.21,655,140,2023-08-26 04:00:00,2023-09-26 04:00:00,32747.12,694896,135335,96,82,45,482,2023-10-24 04:00:00,27864,Wholesale,728831,Africa,GBP,48.78,9.65
Clothing,3279,487821,315788,73,657.89,158.97,1428,266,2023-08-26 05:00:00,2023-09-26 05:00:00,46221.39,559189,744121,70,71,-32,280,2023-10-24 05:00:00,33472,Wholesale,646152,Europe,GBP,6.09,13.9
Electronics,2152,870724,303515,36,953.91,256.03,3981,129,2023-08-26 06:00:00,2023-09-26 06:00:00,12574.36,992776,919757,95,66,18,196,2023-10-24 06:00:00,87266,Retail,860048,Europe,GBP,33.42,14.29
Furniture,2294,260542,202816,87,174.18,103.73,2535,147,2023-08-26 07:00:00,2023-09-26 07:00:00,11389.35,660122,572551,66,31,38,241,2023-10-24 07:00:00,63550,Distributor,450204,North America,GBP,1.19,11.67
Clothing,9657,996414,464750,74,466.0,452.72,3229,308,2023-08-26 08:00:00,2023-09-26 08:00:00,18786.9,826592,490878,30,46,37,216,2023-10-24 08:00:00,62921,Retail,839102,North America,USD,9.17,8.24
Clothing,6289,695002,294900,65,745.62,756.49,2832,287,2023-08-26 09:00:00,2023-09-26 09:00:00,4629.85,731793,558078,76,39,-11,690,2023-10-24 09:00:00,81385,Distributor,438847,Africa,GBP,39.21,5.74
Electronics,4245,294742,216331,11,221.41,394.52,2197,222,2023-08-26 10:00:00,2023-09-26 10:00:00,28453.95,520926,965362,62,42,9,335,2023-10-24 10:00:00,64361,Wholesale,687169,Europe,GBP,36.81,6.43
Toys,7068,831794,733552,49,687.83,67.51,3173,250,2023-08-26 11:00:00,2023-09-26 11:00:00,32627.49,467129,501582,69,31,-23,595,2023-10-24 11:00:00,74486,Retail,942709,North America,JPY,42.14,2.3
Clothing,7716,433246,169942,84,479.07,240.87,1377,459,2023-08-26 12:00:00,2023-09-26 12:00:00,41174.45,136922,272179,70,51,-25,220,2023-10-24 12:00:00,67937,Retail,149698,North America,GBP,25.3,9.33
Toys,7654,775713,457683,28,436.52,801.29,2815,277,2023-08-26 13:00:00,2023-09-26 13:00:00,4242.63,642329,916172,84,25,-24,492,2023-10-24 13:00:00,83023,Wholesale,295254,Asia,GBP,44.54,4.28
Toys,9679,395519,906180,22,648.55,503.98,3495,471,2023-08-26 14:00:00,2023-09-26 14:00:00,22373.06,153546,903797,21,65,29,420,2023-10-24 14:00:00,35296,Distributor,234348,Africa,USD,31.17,3.52
Food,3938,433354,975120,84,473.02,823.09,1614,112,2023-08-26 15:00:00,2023-09-26 15:00:00,39426.13,297751,732220,51,76,-40,590,2023-10-24 15:00:00,28969,Wholesale,259368,Africa,GBP,3.93,3.79
Electronics,3626,619521,175127,47,821.81,751.82,1819,209,2023-08-26 16:00:00,2023-09-26 16:00:00,38646.79,831274,565930,98,55,40,419,2023-10-24 16:00:00,20337,Wholesale,119643,Europe,GBP,44.45,6.18
Toys,1949,777632,371886,80,931.22,375.79,3510,333,2023-08-26 17:00:00,2023-09-26 17:00:00,4608.39,352334,576672,57,83,-23,664,2023-10-24 17:00:00,36797,Retail,759174,Europe,GBP,19.08,0.72
Electronics,5075,451420,103411,66,592.97,572.02,856,137,2023-08-26 18:00:00,2023-09-26 18:00:00,1558.38,477755,261416,94,26,19,386,2023-10-24 18:00:00,92404,Wholesale,457494,North America,JPY,9.13,1.75
Food,2658,975138,706290,25,307.59,599.66,3492,394,2023-08-26 19:00:00,2023-09-26 19:00:00,39383.06,816571,725361,80,84,-6,641,2023-10-24 19:00:00,79109,Distributor,445299,North America,JPY,41.24,6.76
Electronics,7932,266234,400608,91,779.45,673.38,2445,458,2023-08-26 20:00:00,2023-09-26 20:00:00,7760.9,141378,342944,84,26,-8,348,2023-10-24 20:00:00,89752,Wholesale,864613,Europe,USD,46.12,7.45
Clothing,9053,697894,736355,67,178.78,303.01,3879,279,2023-08-26 21:00:00,2023-09-26 21:00:00,29311.69,921638,605284,74,96,-36,228,2023-10-24 21:00:00,88771,Wholesale,776243,North America,GBP,25.98,12.72
Toys,7959,522688,391842,87,104.04,263.65,817,221,2023-08-26 22:00:00,2023-09-26 22:00:00,5618.06,400128,969430,87,15,-50,336,2023-10-24 22:00:00,63972,Distributor,229431,Africa,EUR,31.82,11.0
Electronics,2817,289576,224359,32,523.54,617.71,2360,191,2023-08-26 23:00:00,2023-09-26 23:00:00,15480.05,299663,289387,56,58,49,526,2023-10-24 23:00:00,11018,Wholesale,139088,Europe,JPY,20.86,7.33
Furniture,9382,744125,471560,17,650.27,737.79,1840,126,2023-08-27 00:00:00,2023-09-27 00:00:00,8743.83,733754,237179,32,26,30,363,2023-10-25 00:00:00,90336,Wholesale,935378,Europe,USD,42.26,0.68
Electronics,1460,286513,962443,40,836.65,375.75,3399,482,2023-08-27 01:00:00,2023-09-27 01:00:00,37083.32,159241,837815,52,73,-43,395,2023-10-25 01:00:00,23759,Wholesale,234549,Asia,EUR,49.17,10.89
Toys,8971,470487,184360,84,955.66,292.36,1519,118,2023-08-27 02:00:00,2023-09-27 02:00:00,33963.5,756478,761732,78,86,-27,863,2023-10-25 02:00:00,22493,Distributor,156852,Europe,EUR,2.45,8.27
Food,7015,161401,433440,30,874.6,743.86,1487,435,2023-08-27 03:00:00,2023-09-27 03:00:00,7629.97,204622,258839,49,28,-12,785,2023-10-25 03:00:00,80716,Distributor,696175,Europe,GBP,12.83,13.25
Food,7376,420979,707990,59,988.81,619.82,1936,488,2023-08-27 04:00:00,2023-09-27 04:00:00,3907.19,514340,543677,65,72,10,923,2023-10-25 04:00:00,24131,Wholesale,989718,Europe,USD,43.44,4.89
Toys,3521,419080,491914,28,480.94,312.48,1573,187,2023-08-27 05:00:00,2023-09-27 05:00:00,23850.43,582529,782194,78,27,-1,616,2023-10-25 05:00:00,15860,Wholesale,120442,North America,EUR,33.45,2.28
Clothing,4476,262590,933565,47,323.37,479.05,860,488,2023-08-27 06:00:00,2023-09-27 06:00:00,10581.85,721092,493255,75,42,36,136,2023-10-25 06:00:00,34532,Distributor,789624,Africa,EUR,25.94,7.33
Clothing,3705,316007,277734,23,465.11,864.97,3507,192,2023-08-27 07:00:00,2023-09-27 07:00:00,1398.96,864948,122842,47,11,-16,637,2023-10-25 07:00:00,32638,Distributor,305932,Asia,JPY,2.09,3.69
Food,5366,285534,293493,83,647.69,676.13,4073,361,2023-08-27 08:00:00,2023-09-27 08:00:00,13949.36,282901,405391,79,72,-3,788,2023-10-25 08:00:00,85362,Wholesale,737026,Asia,JPY,26.63,13.94
Food,1027,782673,125180,57,512.18,203.39,4057,140,2023-08-27 09:00:00,2023-09-27 09:00:00,11546.94,973540,124884,90,98,-7,603,2023-10-25 09:00:00,27564,Distributor,530072,Europe,EUR,13.88,13.82
Toys,5231,490488,532410,89,637.78,269.05,1369,396,2023-08-27 10:00:00,2023-09-27 10:00:00,34563.0,642816,333556,14,32,39,181,2023-10-25 10:00:00,24312,Wholesale,327510,Europe,USD,4.85,8.94
Clothing,7548,902542,574840,88,887.86,242.37,1376,281,2023-08-27 11:00:00,2023-09-27 11:00:00,43182.29,587209,114614,87,84,24,609,2023-10-25 11:00:00,44801,Retail,288394,Europe,GBP,4.37,14.23
Food,4024,947981,767885,1,174.15,764.27,4264,339,2023-08-27 12:00:00,2023-09-27 12:00:00,12644.31,363486,661905,69,14,41,770,2023-10-25 12:00:00,57457,Distributor,664827,North America,EUR,42.9,1.1
Clothing,2264,914962,239994,92,129.06,579.07,4294,147,2023-08-27 13:00:00,2023-09-27 13:00:00,11929.34,349345,561570,56,25,19,492,2023-10-25 13:00:00,88968,Retail,201271,Europe,GBP,34.67,5.48
